userId,restId,star,rating_env,rating_flavor,rating_service,comment
635,24,3,3,2,2,"感觉上，在外国，很普通，平常的东西一来到中国，摇身一变就会变成高档。由于同事结婚，打算买样可以值得纪念的东西送给他，可是，看得上的，很不便宜，而且，可以讲价的空间很少，看来还是从hk买比较好一些，起码，款式多很多，而且，价格上比较灵活
"
655,24,2,2,1,2,"这家的水晶不是天然水晶，只是人造的，不知道为什么那么多人喜欢，估计有点品牌效应吧。其实有时间的话去荔湾广场逛逛，里面的水晶工艺品，并不比他差多少，价格方面丰俭由人。那里天然的工艺品比人造的还要贵，像SWAROVSKI质地的工艺品有很多。
"
670,24,3,3,3,3,"这个品牌的设计，你不得不佩服，很多细节都是很完美的，而且它的做工都很考究，所以价格自然也就不会便宜的了，但总是感觉物有所值的。
"
197,24,3,2,2,2,"第一次见到里个品牌是系HK，果个时候是比他的设计吸引，价钱五贵，我当时就好怀疑是未真的水晶，后来朋友讲，人做的~~
哦~~时代广场里间是我好无意发现的，系附近上班，中午买也见到的~
发觉款式没HK的多，而且价格一路高走啊~~五是好值得，但是送比朋友结婚，我觉得真是五错的，下星期有人结婚，不过我是过HK买波~~五会系到拉~~又贵又五靓！
"
712,24,3,2,2,2,"怎么说呢,很多负面消息,比如说他们的成本怎么低,我朋友有说认识人可以拿到低价的.而且中国的店很少有什么优惠,在外国一到节日就全是50%OFF...所以不是很值得买.
"
269,24,5,3,4,3,"这里的东西款式还是相当不错的。就是价格方面有些贵了，哈哈。。。去哪里看看，就算不买也可以大饱一下眼福哦！购物，这里也是个不错的选择呢！
"
714,24,3,3,3,2,"施华洛世奇水晶产品，早就是否出名和受大家青睐；
估计是手工雕琢的精美艺术加商业契机，令这家的饰品很受欢迎；
广州的店基本都是含税商品，价格较为贵；
相比海南岛、HK就便宜很多！
"
715,24,4,3,3,3,"SWAROVSKI有比较新颖的商品，还款式。就是有些贵，不过去哪里看看东西，包包眼福还是很不错的！！让我见识下世界的商品，世界的流行趋势！！！
"
717,24,4,2,4,2,"嗯，是很不错的挂件。
最近几本新上市的杂志都有施记的水晶，就不知是真的还是假的。
按道理是真的吧，但又觉得那也太便宜了，杂志才二十块一本，一个水晶，几蚊啊？
"
718,24,4,5,3,5,"朋友送了一个“奶嘴”，早早就看到这个奶嘴了，忽然就收到这个礼物，挺开
心的。虽然不是天然水晶，但在造工方面确实很精细，设计的产品别具匠心，产品
的切割液很讲究，充分考虑到光照的折射效果，力求把最璀璨最闪耀的一面呈现。
????不过仿水晶的话，价格确实贵了一点，要是我是水晶这方面的爱好者，可能不
收藏这些，要是我是设计师就会去关注这些。
"
719,24,3,2,3,3,"呢度好好多水晶买`~一入去就知道价钱狠贵了`~~如果是真的`~那带来好运也是值的`~最怕是买到假货`这里的服务员一般般了`~不是狠热情了`~`问多一句都不答``有待改善喔`~
"
720,24,4,4,4,4,"但中一款吊坠
一直犹豫还没有买
也是担心倒底是不是水晶
如果不是的也还好
关键是这个价位走得有点高
我表示
自己带的
www.SYMQUE.com
"
721,24,4,3,4,3,"施华洛世奇，一开始的时候我并没有听过这个名字，也不知道是干嘛的，后来有朋友送了样礼物给我，于是就上网查呗，没想到是高档的东西
"
722,24,3,3,4,2,"还好吧，就是如果穿得寒酸人家不理你，上次穿套休闲服去看电影半天没人理，弄得本来想买的心情一下子没了。
前几天和老妈去人家那个热情啊，真是待遇不同。
"
723,24,4,4,4,3,"这里的水晶蛮漂亮的，而且价格也很便宜。性价比很划算，这里的水晶应该是真的，挺实在的。我看了很久了，终于买了2件送女朋友了。
"
284,24,3,2,3,2,"觉得这里的水晶比较好看的，而且这里的质量也是挺好的，不过，感觉这里的服务态度不是很好，不过，这里的款式还是挺不错的
"
725,25,4,1,5,3,"Number of visits: too many to count
I've searched high and low for a dark-colored cotton shirt that is comfortable to wear for my restaurant's staff, yet it shouldn't be expensive. I've learned that Giordano's is inexpensive but collarless, thus it looks too casual for work. I've discovered that a polyester shirt, while cheap, can be very uncomfortable to wear in the summer. Some other brands are too thin they started to produce holes after a few hand washes.
After a long trial and error, the staff finally came to the conclusion that Y' Pay More's shirt suited them best. As a start, it's made from 100% cotton so it's very comfortable to wear. It also has a collar & buttons, making it acceptable to be worn for work. The fabric itself is durable enough to withstand over a year of constant handwashing. I also have extra stylistic choice as it comes in a variety of colors. On top of all that, it's relatively cheap, as low as 35 yuan a pop when it goes on sale.
Now my staff is constantlybadgering me for a new Y' Pay More shirt. They just can't get enough of it.
(I give a 4 for product based on the facts that the t-shirts are the best quality for the lowest price that I can find. And a 0 for ambience as the store is cramped and always packed with bargain hunters.)
Your views? Send to: reddevil_fan@hotmail.com
"
731,25,3,3,2,3,"几年前买过1-2次衣服，款式和质料都是一般般的，不经穿。
现在路过偶尔也会上去看看，不过都是只看不买的，款式感觉是越来越差~
记得上次去看衣服的时候是天气转凉的时候，打算到北京路买衣服，路过这里就进去看看咯~~有的款式个人认为还是比较平实的，也有一两件的款式会浮夸。不过有相当一部分的款式感觉很outdate而且明明是新的衣服，看上去也有很旧的感觉。。
"
254,25,3,2,2,2,"呢间店好多连锁分店的,不过我成日逛的果间都是北京路果间.每次行过都会进入睇下有咩新货同了解打折情况,有时D衫都好抵值得买的.
"
742,25,2,2,1,3,"感觉与其他同类型牌子相比它的价格算比较低，但质量好不到哪里去。一件polo衫几十块钱，好薄，洗过一次完完全全变形，整件衣服都松松垮垮的。所以以后都不会考虑它的衣服了，宁愿多加D钱买性价比高点的衣服
"
751,25,3,2,2,2,"前些日子去北京路店买了一件马甲，买一送我一，
我刚好跟朋友一人一件，原价280.
这个价在品牌店算是挺抵的了。
确实很暖和，就是帽子毛毛不怎么好
完全变形
在店里逛了一下其他的东西，虽然大家都说很抵，但是也不怎么样，款有些都很老了
路过进去看看而已。不会经常去淘
"
205,25,4,2,2,2,"经常会有好多特价，可以话算系特价场来的。家阵搞紧100元两件（衫/裤都得），好优惠啊，超多人系度拣。不过，讲真的，质量同价钱系成正比噶。如果要求5系太高噶，可以去T下。
"
274,25,3,2,2,3,"呢间品牌店算系同公司入边最便嘅一间架啦,距呢度出品嘅衫质料都几好嘅,出品都几得意几岩各类人着嘅,呢度就系打住便价嘅旗号售卖同公司出产嘅衫,可想而知卖衫嘅毛利几鬼高,再加上呢间野成日都有好多促销特价随时都可以执度D靓野便野嘅,不过都系睇下岩唔岩自己啦~~~~最衰距正系做便服多,唉!!
"
753,26,3,2,2,2,"高档车较少，可以试驾，场地很大，但是多是国产车，进口车没见到，实用性车多，可选性大，比较符合实用型买家的需求，如果是想看看亮车，那这里就少了
"
754,26,3,2,2,2,"广物汽贸中南地区最大嘅连锁汽车市场，从汽车销售到上牌一条龙服务设施都算几完善嘅市场，不过国产品牌就多进口嘅品牌就少D啰。
"
757,30,3,3,3,3,"买新款的水货手机的好地方。
手机款式新，价格相宜，比楼上的手机市场便宜多了。
我在这儿买过两部手机，感觉还可以，而且服务也不错。
"
760,30,3,2,2,2,"过年本来就想去中华广场看手机的，看了行货价格没什么大变动，就去原色看了一下，它家分店不少，不过看了后觉得一般，服务态度不是太好，有些问题问了，不知道是销售不知道，还是看我不是想买的都不回答，看到这样的态度，我就马上走了。还没买手机就这样，买了以后如果有什么问题那更不看你啊~~~
"
770,30,3,2,2,2,"间铺头好细间，人又多，不过服务员就好似有D爱理不理甘，手机价钱都是甘上下啦，见距有好多分期付款噶活动，应该都是针对一D学生哥吧~
"
774,30,1,3,2,1,"感觉看上去门面不错，但你一进去就会觉得后悔，因为这家简直就是***，2手手机都敢充1手的。而且服务差，一知道你会看货就原形毕露了，不再笑脸忽悠你了。
"
192,30,3,2,2,2,"周六日跟朋友去流行前线看到的，感觉位置比较狭窄，卖的也都是水货，我只是看了一下我感兴趣的手机，总体价格比较便宜。
"
546,30,3,2,2,2,"行过会入去看下有乜新机，店铺好细，多几个人站系度都好逼了，店员服务态度悟多好，爱理不理甘样，对价格悟系甘感冒的朋友建议到大店买。。
"
780,30,1,1,1,1,"这种货，这种服务质量，简直是坑爹！！！！卖翻新，14日机，睇客卖机，如果唔识实稳你笨。简直系***一样嘅存在。各位同胞买水货绝对唔好帮衬
"
781,30,2,2,2,2,"记得有次朋友想买手机，
想买水货的，
去了这家看看，
觉得服务员的态度是一直向你推销他家的手机，
有些手机型号，
我们在其他家问了，
每个店铺都说没有了，已经断货，
就这家有，
不知道是不是翻新的机子。
过后网上了解，
还是买了行货的手机。
"
783,30,3,2,3,3,"我打算买一台索爱707型号，特喜欢它的表面，简单又淑女。价钱不高。
不过听朋友讲厦普都几好，不过价钱就高咯。还是考虑一下
.
"
786,30,4,4,4,3,"OK喇。我买过几台都无埋问题，服务态度都几好啊，环境就一般般喇。。。。但系买手机都系要求质量的。所以无所谓啦。而且依家距地系保修十五个月噶，保修长左。。超好啊
"
472,30,3,3,3,3,"曾经在那里买过两台手机，质量都几好，很少返新货，令消费者放心，而且里面大多都是卖水货的，价钱方面几乎都可以比行货到百分之二十
"
787,30,3,2,2,2,"原色通讯我认为主要买水货多，呢间野更新的手机真系好快，电视上买野告白，系呢度就即黑有得买了，价钱方面都好合理，推荐。
"
271,30,2,1,2,2,"环境已经跟不上了,服务更不用说,虽然说是水货,但感觉上就是有点不一样,很多人说是翻新机.所以下次买的时候小心点拉.
"
788,30,3,3,3,2,"买过两台机，都系呢度买既，用起来无乜问题，都耐用，但服务就嘛嘛了，或者系各个员工素质问题啦，都吾可以讲距全部都差既，上次买台机就系，有个销售员好串下，后来我就系吾使距推，买返同一台机都稳过其他人买，激下距都好。
"
789,30,3,2,2,2,"其实我觉得买水货手机都系甘啦!买得好就话者,如果唔系就手尾好长啦!如果唔修,眼白白睇住,又好似好浪费,如果修就会整日都会有问题.唉....水货....
"
205,30,3,2,2,2,"环境：好细噶一间店，企5到几个人。好逼下
服务：好一般，一副话之你买5买甘，态度不是一般的差`
产品：其实同其他门店噶产品差不多
"
207,30,1,1,1,1,"刚开始有误区，也不懂看手机，以为有甘多分店，好似好信得过甘。问过距地多个服务员，都话系正货，不是水货。价格比其他地方便D，但系单单跑维修，公车钱和时间不知道搭上了几多。一买到久发现整天自动关机，白屏，电池也不行……如果话距地D店面算多人的话，甘楼上果个维修点更是生意爆棚。大伙排队等修机，修机慢，还试过几次说内部维修或无零件，叫下次再拿来的。不是人人都得闲天天拿着台问题机去等维修的吧，想起多个难得的休息日都是在等修机就火。后来去睇距公司网站，看到D评价都是很差的，所以呼吁大家，不要贪便，三思而后买他家的机子咯
"
790,30,3,2,2,2,"原色D机都系甘个啦，水货便宜嘛，所以多人买，而且我地都吾识得分边D系水货边D系行货啦，不过最好系同多个人去，吾好比人捉水鱼，买到翻新机，甘真系惨罗！
"
276,30,3,2,2,2,"我在这里买过一个手机，是翻新机，买了之后问题也没有出现很多的，还有，如果想买的朋友一定要看清楚，因为不法手机是翻新机的话可能会有质量问题的。
"
277,30,4,3,3,3,"我觉得还是一般啦,我觉得里度给我的感觉就是卖的都是水货,前排比较多人讲卖的是翻新机,都吾知是咪真的.我觉得它的店铺都好细哦.
"
791,30,3,2,2,2,"基本上都是水货罗。我只会去它那里看看出了些什么新机而大陆是暂时没有的。铺面有点窄，不过相对与其它分店来说算是大的了。
"
792,30,1,1,1,1,"超级无敌差，先前在那帮我弟弟买过一台松下的手机，谁知道用没几天就坏了，屏幕整个黑掉，修也修不好，虽然说是水货，但听说是翻新机
"
793,30,4,3,3,2,"买过一部索爱的手机，水货，觉得胜在价钱比专卖店便宜很多，就是保修有点麻烦，有时候想看一部机子要等很久，也不知道去哪里仓库拿手机回来，一般说等几分钟就等了，结果经常要等差不多半小时才拿到机子来看。
"
800,31,4,3,4,3,"其实我没有看过他的书
跟着同学来的
她非常喜欢这里的感觉
小小的2楼书店
感觉是挺不错的
也许识货的人会非常爱这里
"
801,31,3,3,4,2,"外观很喜欢的风格，经过狭窄的楼梯上了二楼，店面原来好小哦，书籍都是文学历史到不是一半人看得懂的，老板一直看着电脑不动声色，除了书没有其他的物品，果然有博尔赫斯的套装书哦。
"
802,31,4,3,4,3,"很不错的一栋二层小楼，藏在一大丛树丛里。书店其实只在二楼，就是一间小房子，书不多，但基本都是精品。楼下是个咖啡店，没去过就不评论了。
"
803,31,4,2,2,3,"純粹只是為咗過去睇下，裏面冇乜合適嘅書，比較單一lor
間書店細細地，喺二樓，一眼就望曬裏面有咩了。
不過，一樓嘅設計就比較特別少少lor
"
804,31,3,4,4,2,"书店很小很小，从外面看上去真的是大隐隐于市啊，那里我经常路过但是却从来没有发现有这样一个书店呢！书店里面没有什么书，很小很小，也没有地方坐，不过那些书都挺经典的，都是些不错的书~！还有一些看上去有些年份的书了，不过这些书全部都是按照新书零售价卖的，是不会打折什么的（就算书有点旧）。但是有些书还是很值得一读的吧，所以也就不计较那么多了。
书很仔细地分类过，看得出店主还是很用心的
"
623,31,3,2,2,3,"听说老板一直在专本经营啊，好像姓陈的，很出名的，在这个小圈子里，是美术学院的老师，里面的书都是我没听过的，太过文艺了，看不懂啊
"
805,31,5,5,4,3,"多年前在美院里常泡着
最早买到的黑塞、卡夫卡、博尔赫斯，
还有追忆似水年华....什么的一堆不好读的好书，
现在还是装饰着我的书柜~
虽然现在多看的还是速食的读物，
但决定有空多来泡泡也是种怀旧罗！
"
806,31,4,4,3,4,"书店外面看上去很特别。下面是咖啡馆，上面是书店。书店其实就只有一个小小的房间，里面都是艺术类的书籍。总体感觉还是非常好的~！！
"
284,31,4,3,4,3,"不仅可以看书，还可以喝茶，在楼下就是茶屋。但是价格不便宜，不过很干净的，环境很好。人少少的，点面很小，但是服务很好，还可以上网。有一种小酒吧的气息，楼上是艺术书。感觉很不错。
"
404,31,3,2,2,2,"书店小小的，有点旧旧的感觉，可能喜欢安静的人会选择这里，书还是挺不错的，内容很值得看看，有点书香气息，哈哈，还是不错的
"
808,32,3,3,3,3,"係广州买水晶就嚟依度买。
广百D唔掂，都係来熏阁靓D
有8.5折打
服务态度好好
买咗条黑曜石，142.原价168，就咁睇都睇到眼，唔似广百D用灯打先睇到。
可以终生免费换绳同净化。
如果件店冇咩人，通常会整间店嘅店员招呼你，就算你唔买都好好礼貌。
"
810,32,3,2,2,3,"行街经过入咗去睇过，服务员态度真系唔错，好认真同你介绍每种水晶既特性~~~不过，价钱对于我黎讲都系偏贵，结果无帮衬，不过入面d款式真系几好，有钱可以去睇睇
"
811,32,4,4,4,4,"我觉得来薰阁卖的水晶不错。我之前买了一条冰种红纹石手排，到别家找不到一条比这条更漂亮了。价钱相对于它的品质，我认为还挺合理，我可以接受。
"
812,32,4,3,3,3,"我之前都係来薰阁买咗条绿幽灵，不过个时就觉得价钱都几贵下，依家都好耐无去行，揾要去睇下有咩新款先得。
入边D服务真的很满意！
"
510,32,4,3,4,3,"在这里买了条水晶项链，还不错~~女朋友很喜欢~价格也比较适合~不贵~当时，我看到那条项链，就马上买了下来。觉得它的造型很漂亮，很适合她。
"
284,33,3,3,2,2,"觉得这里的还可以的，当时路过这边，想了解下这里的眼镜的价格和质量怎么样的，就和朋友进来看看。觉得这里的款式还好啦，不过我不是很喜欢的。
"
252,34,4,3,3,3,"因为想配眼镜，就进去睇下，服务员态度非常好，同我耐心地讲解眼镜，镜片边种好啊，款式边种好，都介绍得非常详细，不过因为价钱实在接受唔到，就去左第间睇啦
"
151,35,3,2,2,2,"光明广场虽然在北京路附近，但是人气就差多了。
负一层有个水闸的遗址，布置的很阴森森，很不舒服。
一楼有很多服装店，品牌专卖店也有几家，但是我个人觉得没有特色。
值得一提是楼上的市肆很多，有粤菜、火锅、西餐，在北京路逛街走累了，可以上去吃些东西，歇歇脚。
"
815,35,3,3,3,3,"里面都是些小店铺，反正偶是不爱逛的，感觉不适合买东西。里面有个溜冰场，底层和高层有些不错的餐馆，比如绿茵阁、好几个火锅店，和粤菜馆，可以来这里吃饭，有很多不错的选择。
"
817,35,3,2,2,2,"这个商场虽然在北京路旁边，但是人流不是特别多~~
我觉得这个商场的格局有点乱，一楼是小商铺，衣服、用品、饰品什么都有~~在中庭有时有特卖场~~
二楼主要是卖衣服的，不过没开多少间~~我主要是去特百惠~~
再上几层主要是食肆，都比较出名，不过电梯指示不明确，没说明哪层停哪层不停~~
上面还有一个溜冰场，还可以做瑜伽的~~
"
818,35,3,3,2,3,"同样地处北京路商业区，但光明广场就好明显甘人气比唔上了，同老字号既广百无得比之余，同正正既北京路段就更加无得比。虽然都开业左好多年，但系依然好清淡，相对黎讲。
光明广场似乎系距既食市更受欢迎，类型比较多，好似大头虾、大城小厨、绿茵阁……可选择都比较多，而且环境相对都比较好，比较宽敞。
另外一个比较受欢迎既就系真冰溜冰场，广州目前既真冰溜冰场唔多，难得咦到有，又比较近繁华商业地带，所以算系光明广场比较受欢迎既地方。
至于咦到既服装店，好少品牌货，有时会见到d咩大牌子既特卖，但好似d货既款色真系比较旧，都无咩想买既冲动。而小店d货，有d款都唔错，但系价位就比较贵，毕竟小店既货，真系睇你点讲价咯，我就讲唔掂了，所以次次都会买贵左。
至于精品、饰物、护肤类，就会觉得价位比路边小店贵，出品比品牌店差，性价比唔高，随便睇下就可以。
不过，负一层有一个广州既历史遗址可以参观，夏天去个阵会觉得好清凉，几舒服既感觉，唔错唔错。
总体黎讲，其实都觉得咦到几可惜咯，做左甘耐，但一直都做得唔系甘旺。可惜可惜。
"
327,35,4,4,4,3,"北京路商圈的综合商场，吃喝玩乐样样齐全，年轻人和潮人都喜欢逛的商场，还有室内溜冰场，商品的档次还不算很高，比较大众化，挺方便购买的。
"
168,35,3,2,2,2,"这个广场，在西湖路，虽然离北京路近，但是转了一个弯，人流是差DI，而且定位不太明确，有点杂乱无章的，饮食，溜冰，小商品百货，等等都有，属于给年轻人打发时间的地方。
"
301,35,3,3,3,3,"还不错吧。肯德基来的最多，有个溜冰的地方以及奈瑞尔。衣服打折的时候挺多的，但也没太多好选的。在北京路商圈内属于稍稍偏一点的，整体的人流量不算很大。
"
822,35,4,3,2,2,"去光明广场都喺因为“食”而去的。上面有开好多食店，对于中意聚餐或行街行到肚饿的人来讲，很方便。
至于shopping，基本上都喺会行负一层，因为偶尔会睇到比较特别的嘢。而且下面有个开放式的博物馆类的嘢可以参观，其旁边的厕所相对比价少人，哈~
光明广场楼上的溜冰场都ok，好热闹，溜冰清理冰后仲有表演睇。
"
823,35,3,2,2,2,"光明广场里面空空的，根本就没什么卖，里面仅有的几家卖衣服鞋子的店也很一般。
不过还好，这里有挺多吃饭的地方。估计如果没有这些地方，光明广场根本就没有人去。
"
178,35,3,3,2,3,"基本上嚟光明廣場都係唔會買嘢..只會嚟E度食嘢咯..
??2.3.4層都唔會去.. 第5層就囿飯同小食.. 囿位置坐..
?? 第6層就得個機室可以吸引秂..??第7層就係霤冰場..
??第8層係最多秂.. 就大頭蝦已經恏多秂排隊啦..
"
179,35,3,3,3,3,"里面买的也好多，品种也几齐全，每次去都是去逛下面的南越国水闸遗址，另外上面的食也的地方几好，不旺不冷清，好中意这里少人吃饭的感觉
"
824,35,3,2,2,2,"无咩逛呢间野的欲望,专卖店少,店铺的分类散,商品又五集中,都五知有咩卖.好
彩仲有间大头虾开在呢度楼上,如果五系相信无咩人会来.
"
184,35,3,2,3,2,"环境是很大，还有地下层，但是很多楼的商铺都没有租出去，因此装修也没有什么特别，整体感觉人流不旺。楼上基本都是吃火锅的店，所以逛街最多只是走走一楼，一般都会有些促销打折的衣服鞋子，s平方就在这里搞过几次特卖会。
"
343,35,3,3,2,3,"好淡囖呢度～～～基本上二楼打上都无咩铺头系开嘅～～不过楼上有个溜冰场～～
上过去～～节假日都几旺人噶～～上面有间自助餐的～～嚟呢度食饭都唔错嘅～～
不过想行街买衫就真系无咩睇头喇～～
"
825,35,3,2,2,2,"觉得还是挺有趣的，我们的前人们真是聪明啊~楼上有很多吃的地方
一间都几大嘅综合商场，不过无乜名气，次次约亲人去果度都要话系广百新翼斜对面
其实人系比较少拉,沦落到有D拍乌蝇既感觉,好彩呢排光明顶既溜冰比较热,多翻D人
"
826,35,3,3,2,2,"虽然果度近住北京路，但系人气真系唔够果度好少名牌专卖店进驻，特别是服装。都是个体户据多，感觉负一层的货比二楼同一楼嘅好。如果讲食楼顶两层是几好嘅，选择够多啰。
"
345,35,3,3,2,2,"光明广场系正西湖路，北京路。。旺区地带。
下面系商铺，中间都系卖野，但好似比较少商铺，静鸡鸡甘。
上面系溜冰场，跟住再上面有好多商铺系吃饭的。其中麻田会都有，旁边仲有奈瑞儿添。
"
829,35,3,2,2,2,"去北京路的时候，会去光明广场转转
不过那里商铺不是很多，人流也不是很多
有两家铺好些，不过前几天去的时候，都搬走了
"
577,35,4,3,3,3,"感觉不是很好的那里，人太少的了，比得外面的人来人往，这里就感觉冷清了好多
不知是不是运营商的问题还是什么的
三楼以上都没有什么了
"
830,35,3,3,2,2,"如果经常行北京路霖5到食乜,大可以去光明广场转1圈,由地下至最高果层都有食市葛,所以5使担心附近无乜好食,而且负一层仲有商场逛,有好多新开葛店铺添~
"
831,35,3,3,3,3,"光明广场处于北京路中嘅闹市区~~但系就系唔明白点解旺唔起身~~其实开左都几耐下架啦~~但系人流唔算大咯~~里面有好多食野嘅地方同埋买野嘅地方~~都系一间间细细地咁咯！！格仔铺都有！！如果系北京路行街唔知食咩~~里面都几多选择的！！而且上面仲有个好大嘅溜冰场~~夏天经过嘅时候感觉好凉爽！！哈哈哈哈哈哈~~
"
832,35,4,3,3,3,"在北京路附近的咯 
不过人气就没得比拉~~
每次来这里都是吃东西
或者剪头发。。。
购物没什么感觉。。。
不过好在食肆比较多??
还有个真冰溜冰场
"
833,35,3,3,2,3,"商场位于北京路商圈，邻近地铁站，交通方便，人流也很多
商场一二楼比较旺，有很多服装装饰零售的商店和餐厅
是一个购物休闲的好去处
"
836,35,3,2,2,2,"以前系果附件返工就成日去溜冰，呢家开佐好多食市，好多小精品，衣服买。。。档次不是很高，很多年轻人去逛街。。但不算就脚，不近车站。。。
"
837,35,3,2,2,2,"我不大喜欢这儿，觉得东西差了一些，特别是对面又是大名鼎鼎的广百，相形见绌，所以就觉得这儿环境之类的不怎样，人气也少了一些，主要是位置好吧，但是去了北京路那么多次，这次我才下到负一楼去看了水闸的那个，觉得还是挺有趣的，我们的前人们真是聪明啊~楼上有很多吃的地方，一楼有比利时的巧克力，楼上还有金捞火锅自助之类的。所以去逛北京路，选择在这里吃东西还是不错的。特别值得一提的是，这儿有真冰场哦，而且价格不算贵，至少比我们那儿便宜了很多。40元两个钟头，貌似。我在光明广场买到过puma特价场的东西，还不错啦~
"
580,35,3,2,2,2,"比起出边既北京路
光明广场人气就麻麻地啦
不过好彩距仲有个溜冰场
吸引钟意溜冰既人来
其他铺头就唔咩生意啦
发觉格仔店特别多
上到7、8层就有食肆
同老公仔来过食一次
都几好
如果想食野既朋友仔
可以考虑来光明睇下有乜嘢食
"
838,35,3,3,3,3,"虽然靠近北京路，但人气远远无北京路感旺，又唔似广百、新大新感卖高档货，多
数都系d格仔铺、卖衫噶（不过系私人噶多）、同埋食肆再加上一个真冰溜冰场，
讲真，除咗个溜冰场同埋d食肆多人去之外，其他铺头真系无乜人去逛噶。
搭观光梯，好多人都系直上溜冰场或者大头虾吃饭，
唔知第几层有得打机，都几多学生去噶。。其他楼层就真系好空虚咯~
1楼有rbt，都几大下~
楼上有大头虾，金捞自助火锅，仲有间日式餐厅。。。
想稳野吃噶话，呢度都系一个唔错噶选择噶~
"
839,35,4,4,3,3,"光明广场的定位也不是很明确.一楼的话说实话各种小店密集.然后上面几层也排列很不规范.但是最上面几层的美食却是赫赫有名..~
"
840,35,4,4,3,3,"光明广场就系北京西湖路隔离...地理位置都可以~毕竟靠住个地铁站~尚算交通方便~
早几年我净系知道光明广场得溜冰场~~泥家反而多左好多食的同买野噶商铺~人流逐渐多了~~
"
781,35,3,2,2,2,"说真的，
平常逛街都不会到光明广场，
感觉没什么吸引我进去，
一直很好奇，
虽然在北京路旁边，
感觉没什么人气，
进去多数为了到大头虾吃饭。
感觉楼上的人气比较多，
都是为了吃饭而来吧？
里边也有个溜冰场，
感觉人气没有正佳旺。
"
842,35,3,3,2,2,"光明广场就喺正西湖路呢度，但系唔知点解，感觉上并5多人嚟呢度，不过，呢一两年就好咗好多啦，人流量方面都多咗好多
"
265,35,3,2,2,2,"睇住距开张，一开始没咩人行个，后来发觉得都几多人个，加入去个商物越来越多，入边食饭个地方多，总有真冰滑，服装都有个。来北京路个话都会来行呢到。
"
470,35,4,3,3,3,"朋友说想吃越南菜，就约到光明广场了。
5个人，吃了130多，大家都觉得挺实惠的，味道也挺不错的，不过就是等位等的时间比较久，可能是因为中午的原因吧。
"
843,35,3,2,2,2,"其他就不说了。重点推介负一层的博物馆
虽然规模很微型，可是可以肯定这个是真的遗迹。
介绍的是水闸的知识，主要是越国时期的水闸，因为有个遗迹在。还有其他地方的水闸。
除了主要的越国水闸，还有关于水闸的展品，例如古木、古碗、古砖块等等。
虽然灯光真的很昏暗，规模很微型。还是建议经过北京路的朋友去看一看，增广见闻都好吖~~哈哈~~
"
844,35,3,2,2,2,"真的不知道怎么形容这里好，人气不旺，商品也不是什么牌子都是杂牌，然后感觉专柜设得很乱 买什么的都有..不喜欢这样子...
"
197,35,3,2,2,2,"里到做好耐未做得起的~~~我朋友之前系到罗铺来做，一样是亏，人流太少拉~~就是租金贵啊~~现在上面开几间食店，人流就多D拉，不过都是行的多，买的少~~都是果D细的店仔啊~~不过二楼有间买韩国衫的店仲五错，就是贵D拉~~`
"
751,35,4,3,3,3,"还不错吧，几乎每次去北京路都会去逛
在隔壁惠福东路吃完饭直接拐进去很方便
但是买过的东西不多
买了一次PLUS的包，还有负一层买过一瓶洗面奶
衣服麻麻地
二楼有一家卖日韩货的，店铺看起来很有吸引力，可惜还是太贵了
总体来说还是对这个商场蛮有期待的，希望多进来一些衣铺
"
198,35,3,3,2,2,"来这里面吃饭第一次进来
这里面还挺大的
很多食肆，应该大家进来大多是为了吃饭的吧
衣服没认真看
人气不怎么样啊感觉
"
846,35,4,3,3,3,"平时好少去光明广场行，果度好似吾系好多人，不过听讲果度有个遗址所以专程去佐一次睇下，下边还未开放，就系上面睇觉得无咩也意思，
"
847,35,4,3,2,3,"其实光明广场噶位置好靓噶，就系旺唔起，好心招商引资果D积极D做野啦，搞多D活动做多D促销，唔系浪费晒甘好噶地方
"
201,35,3,3,3,3,"光明广场,我系为左个团购雪糕过左来食的~呵呵~然后逛左下光明广场~发觉都唔会好多人~而且广场的顶楼，仲有个儿童乐园，几多小朋友系果度玩的，睇落环境唔错~
"
360,35,4,3,3,3,"光明广场没有北京路那样多人，里面虽然不是很多东西卖，但是最重要的是上面有好的东西吃，而且负层还有个博物馆。。很具有特色的地方。。
"
848,35,4,2,3,2,"去过几次溜冰，感觉都几唔错，不过有两次系周末去的，所以好多人，看到有些小女孩溜得那个好啊，感叹自己不迟一点出生，生有雪的地方，买对冰刀溜个够。(*^__^*) 嘻嘻……
"
849,35,3,2,2,2,"这里是出于北京路商业区的繁华商业圈。可是据说这里的人流出奇的一般。来这里一看果然，而且购物的人还只是人流的一少部分，所以都不算非常做的起来。是奇怪的地方
这里下面是一个水闸的地方。不过看上去就比较阴森一点。
此外还有些商铺比较有特色。例如睇下有一个卖外国零食尤其是是日本零食的小商铺。还有门口转卖巧克力的店，看上去都很想吃几口呢！
"
472,35,4,2,3,3,"最最记得光明广场上面有间金捞火锅，38蚊一位，饭任毕，菜任装，汽水任饮。就光明广场本身人流就少左嘀，如果比六大派围攻一次可能就出名好多了。嘿
"
271,35,3,3,2,2,"虽然没有像广百那些那么旺,不过在北京路周边也少不了人流,以前不怎么样,好像现在越来越旺了,总体感觉还行,里面吃的比较多.
"
